Artist,Subgenre
Demetri Martin,"['comedy', 'comic']"
Demi Kanon,"['euphoric hardstyle', 'rawstyle']"
Demi Lovato,"['pop', 'post-teen pop']"
Demilich,"['black death', 'brutal death metal', 'death metal', 'deathgrind', 'dissonant death metal', 'finnish death metal', 'grindcore', 'technical death metal']"
Demob Happy,"['brighton indie', 'english indie rock', 'modern alternative rock', 'newcastle indie']"
Demolition Hammer,"['deathrash', 'old school thrash', 'thrash metal']"
Demon Hunter,"['christian alternative rock', 'christian metal', 'christian metalcore', 'christian rock']"
Demon King,"['technical brutal death metal', 'technical death metal']"
Demonaz,"[""black 'n' roll"", 'norwegian metal', 'viking black metal']"
Demoniah,"['brazilian stoner rock', ""death 'n' roll"", 'metal pernambucano']"
Demonic Death Judge,"['black sludge', 'finnish psychedelic rock']"
Demonios Da Garoa,['samba paulista']
Demons & Wizards,"['fantasy metal', 'german metal', 'german power metal', 'metal', 'power metal', 'speed metal', 'symphonic metal']"
Demons Dream,['german heavy metal']
Demonstealer,"['indian metal', 'indian rock']"
Dempagumi.Inc,"['denpa-kei', 'idol rock', 'j-idol', 'j-pop girl group']"
DempseyRollBoy,['sad rap']
Demun Jones,"['country rap', 'redneck']"
Dena Mwana,"['african gospel', 'congolese gospel']"
Dendipappey,['sad lo-fi']
Denean,"['neo-pagan', 'new age']"
Denial,['australian hardcore']
Deniece Williams,"['contemporary r&b', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'urban contemporary']"
Denied,['swedish heavy metal']
Denis Baum,['pagode novo']
Denis Horvat,"['danish techno', 'deep techno', 'organic house']"
Denis Kenzo,"['progressive house', 'progressive trance', 'russian edm', 'russian trance', 'trance', 'uplifting trance']"
Denis Kozhukhin,"['classical performance', 'russian classical piano']"
Denis Leary,"['comedy', 'comic']"
Denis Turbide,['instrumental acoustic guitar']
Denise Bamfo,['gospel r&b']
Denise De Kalafe,['mexican rock-and-roll']
Denise Faye,['show tunes']
Denise Gagne,"['nursery', ""preschool children's music""]"
Denise Ho,"['cantopop', 'hong kong indie']"
Denise Santoz,['background piano']
Denise Young,['new age piano']
Deniz Koyu,"['dutch house', 'edm', 'electro house', 'german techno', 'pop dance', 'progressive electro house', 'progressive house']"
Deniz Kurtel,"['deep disco house', 'turkish electronic']"
Deniz Seki,['turkish pop']
Deniz Tekin,"['turkish alt pop', 'turkish rock']"
Denki Groove,"['classic j-pop', 'japanese jazztronica', 'japanese techno', 'shibuya-kei']"
Denner e Douglas,['sertanejo pop']
Dennis Alcapone,"['dub', 'early reggae', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']"
Dennis Bovell,"['dub', 'library music', 'reggae', 'roots reggae', 'uk dub', 'uk reggae']"
Dennis Brown,"['lovers rock', 'reggae', 'roots reggae']"
Dennis Coffey,"['instrumental soul', 'rare groove']"
Dennis Cruz,['latin tech house']
Dennis Ferrer,"['deep house', 'house', 'uk funky']"
Dennis Kamakahi,['slack-key guitar']
Dennis Martin,['german show tunes']
Dennis Miller,"['comedy', 'deep comedy']"
Dennis Quin,"['deep groove house', 'dutch tech house']"
Dennis Regan,['clean comedy']
Dennis Scott,"[""preschool children's music""]"
Dennis Sheperd,"['german techno', 'german trance', 'progressive house', 'progressive trance', 'tech trance', 'trance', 'uplifting trance']"
Dennis Smile,['hard minimal techno']
Dennis van Aarssen,['jazz pop']
Deno Crazy,['jamaican dancehall']
Dense & Pika,"['raw techno', 'uk tech house']"
Dent May,"['indie fuzzpop', 'mississippi indie']"
Denyque,"['dancehall', 'dancehall queen', 'riddim']"
Denza,['euphoric hardstyle']
Denzal Park,"['australian dance', 'progressive electro house']"
Denzel,['dancehall mauricien']
Denzel Curry,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'underground hip hop']"
Deodato,"['bossa nova jazz', 'brazilian jazz', 'jazz funk']"
Deon Kipping,"['contemporary gospel', 'gospel']"
Deorro,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house', 'tropical house']"
Departure Chandelier,"['medieval black metal', 'usbm']"
Depeche Mode,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']"
Deportivo,"['french garage rock', 'french rock', 'rock independant francais']"
Depraved Entity,['german heavy metal']
Depression,['german grindcore']
Depth Charge,"['big beat', 'trip hop']"
Dequina Moore,"['broadway', 'show tunes']"
Der Benniii,"['deep discofox', 'discofox', 'partyschlager']"
Der Blutharsch,"['martial industrial', 'neofolk']"
Der Blutharsch and the Infinite Church of the Leading Hand,"['martial industrial', 'neofolk']"
Der Bürgermeister,"['deep discofox', 'discofox', 'partyschlager']"
Der Dritte Raum,"['classic progressive house', 'german techno', 'high-tech minimal']"
Der Weg einer Freiheit,"['atmospheric black metal', 'german black metal', 'melodic black metal', 'voidgaze']"
Der Zyklus,"['acid idm', 'electro', 'ghettotech', 'nu electro', 'techno']"
Derek & The Dominos,"['album rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter']"
Derek Lee Goodreid,['australian rockabilly']
Derek Seguin,['canadian comedy']
Derek-Jones,"['african gospel', 'french worship', 'louange']"
Derivakat,"['pixel', 'pov: indie']"
Dermot Kennedy,"['folk-pop', 'irish pop', 'uk pop']"
Derniere Volonte,"['martial industrial', 'neofolk']"
Derrick Anderson,['modern power pop']
Derrick Carter,"['chicago house', 'classic house', 'deep house']"
Derrick Harriott,"['jamaican ska', 'rocksteady']"
Derrick Hoh,"['mandopop', 'singaporean mandopop']"
Derrick May,"['acid house', 'detroit techno', 'minimal techno', 'techno']"
Derrick Morgan,"['early reggae', 'jamaican ska', 'reggae', 'rocksteady', 'ska']"
Deru,"['abstract', 'ambient', 'ambient idm', 'nu age', 'wonky']"
Derya Bedavacı,['turkish pop']
Derya Uluğ,['turkish pop']
Derya Yıldırım & Grup Şimşek,['turkish psych']
Des Rocs,"['modern alternative rock', 'rebel blues']"
Desalmado,"['brazilian death metal', 'brazilian grindcore', 'brazilian hardcore', 'brazilian metal']"
Desaster,"['black metal', 'black speed metal', 'black thrash', 'death metal', 'german black metal', 'german metal', 'german thrash metal']"
Desasterkids,"['german metalcore', 'german post-hardcore']"
Descarga Boricua,"['latin jazz', 'salsa', 'salsa international']"
Descendant,['swedish heavy metal']
Descendents,"['hardcore punk', 'punk', 'ska', 'skate punk']"
Desejo De Menina,"['forro', 'forro de favela', 'tecnobrega']"
Desejos,['pagode']
Desembra,['gaming dubstep']
Desert Drive,['sad lo-fi']
Deserta,"['american shoegaze', 'grungegaze', 'nu gaze', 'shoegaze']"
Deserts Chang,"['mandopop', 'taiwan indie', 'taiwan pop', 'taiwan singer-songwriter']"
Designer Disguise,['american metalcore']
Designó,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']"
Desiigner,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']"
Desire,['canadian electropop']
Desire Marea,"['deconstructed club', 'experimental club', 'multidisciplinary']"
Desired,['future funk']
Desireless,"['french synthpop', 'italian disco']"
Desiseq,['abstract idm']
Desmond Cheese,['australian reggae fusion']
Desmond Dekker,"['jamaican ska', 'reggae', 'rocksteady', 'ska', 'ska revival']"
Desmond Dennis,['kids hip hop']
Desolate,['nu-metalcore']
Desolate Horizons,"['drift', 'drone ambient']"
Desolate Realm,['finnish heavy metal']
Desolated,"['beatdown', 'metallic hardcore', 'uk beatdown', 'ukhc']"
Desorden Público,"['caracas indie', 'latin alternative', 'latin ska', 'venezuelan rock']"
Desperation Band,"['ccm', 'christian music', 'deep ccm', 'world worship', 'worship']"
Despertando Las Neuronas,"['cancion infantil latinoamericana', 'musica para ninos']"
Despise You,"['california hardcore', 'crust punk', 'grindcore', 'powerviolence']"
Despised Icon,"['canadian metal', 'deathcore', 'melodic metalcore', 'metalcore']"
Desprezo,['brazilian grindcore']
Dessy Slavova,['groove room']
Destination Anywhere,['german ska']
Destined To Die,['finnish heavy metal']
Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']"
Destly,"['anime piano', 'japanese vgm']"
Destra,"['chutney', 'dancehall', 'soca']"
Destrage,"['italian metal', 'italian metalcore']"
Destripando la Historia,"['latin viral rap', 'rap anime']"
Destroy Boys,"['oakland indie', 'pov: indie']"
Destroy Rebuild Until God Shows,"['pixie', 'screamo', 'trancecore']"
Destroy The Runner,"['christian hardcore', 'christian metal', 'melodic metalcore']"
Destroyer Destroyer,"['mathcore', 'mathgrind', 'technical grindcore']"
Destruction,"['death metal', 'german metal', 'german thrash metal', 'metal', 'old school thrash', 'thrash metal']"
Destructo,"['bass house', 'electro house']"
Deströyer 666,"['australian black metal', 'australian metal', 'australian thrash metal', 'black metal', 'black speed metal', 'black thrash']"
Detachments,['deep gothic post-punk']
Detente,"['deconstructed club', 'hypertrance']"
Deterioration,"['american grindcore', 'goregrind', 'grindcore', 'powerviolence']"
Deth By Audio,['swedish grindcore']
Detonautas Roque Clube,"['brazilian rock', 'pop rock brasileiro', 'rock alternativo brasileiro']"
Detroit Techno Militia,['detroit techno']
Deu Samba Na Cabeça,"['samba moderno', 'samba paulista']"
Deuszebul,['brazilian grindcore']
Deutsche Staatsphilharmonie Rheinland-Pfalz,"['german orchestra', 'orchestra']"
Deutsches Filmorchester Babelsberg,['german orchestra']
Deutsches Symphonie-Orchester Berlin,"['german orchestra', 'orchestra']"
Deux Filles,['ambient pop']
Dev Bhawsar,['indian lo-fi']
Dev Negi,"['desi pop', 'filmi', 'modern bollywood']"
Devan Ekambaram,"['filmi', 'tamil pop']"
Devangelic,"['brutal death metal', 'italian death metal', 'slam death metal', 'technical brutal death metal']"
Devastação Sob Terror,['brazilian grindcore']
Devendra Banhart,"['chamber pop', 'freak folk', 'new weird america']"
Deviates,"['melodic hardcore', 'skate punk']"
Devil Disco,['dark clubbing']
Devil Sold His Soul,"['uk metalcore', 'uk post-hardcore']"
Devil You Know,['american metalcore']
Devil's Gun,['swedish heavy metal']
DevilDriver,"['alternative metal', 'groove metal', 'industrial metal', 'melodic death metal', 'melodic metalcore', 'nu metal', 'southern metal']"
Devin Dawson,"['contemporary country', 'country road', 'modern country rock']"
Devin Hill,['underground power pop']
Devin Kennedy,['indie r&b']
Devin Townsend,"['canadian metal', 'progressive metal', 'vancouver metal']"
Devin Townsend Project,"['avant-garde metal', 'canadian metal', 'progressive metal', 'vancouver metal']"
Devin Wild,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']"
Devochka,['brazilian edm']
Devon Allman,"['modern blues', 'modern blues rock', 'southern rock']"
Devon Baldwin,['indie electropop']
Devon Hendryx,['chill abstract hip hop']
Devotion,['hardstyle']
Devour the Day,"['gymcore', 'post-grunge']"
Devourment,"['brutal death metal', 'death metal', 'grindcore', 'technical death metal', 'texas death metal', 'texas metal']"
Dexed,['hardstyle']
Dexta Daps,"['dancehall', 'riddim']"
Dexter Freebish,['grunge pop']
Dexter Gordon,"['bebop', 'jazz', 'jazz saxophone']"
Dexter Wansel,"['jazz funk', 'philly soul', 'rare groove']"
Dextro,"['ambient idm', 'livetronica']"
Dezza,"['progressive house', 'progressive trance house']"
Dfideliz,"['brazilian hip hop', 'trap brasileiro']"
Dhananjay Bhattacharya,"['classic bangla pop', 'filmi']"
Dhani Harrison,"['beatlesque', 'british alternative rock']"
Dhanji,"['desi hip hop', 'indian underground rap']"
Dhaval Kothari,"['gujarati garba', 'gujarati pop', 'indian folk']"
Dhee,"['filmi', 'tamil pop']"
Dhema,"['pagode', 'samba moderno']"
Dhilip Varman,"['malaysian tamil pop', 'tamil pop']"
Dhruv Ghanekar,"['indian folk', 'indian fusion']"
Dhruv Visvanath,"['indian indie', 'indian singer-songwriter', 'new delhi indie']"
Dhvani Bhanushali,"['desi pop', 'filmi', 'modern bollywood']"
Di Melo,"['brazilian indie', 'nova mpb']"
Di Paullo & Paulino,"['sertanejo', 'sertanejo tradicional', 'sertanejo universitario']"
Di Propósito,"['pagode', 'pagode novo']"
Di'Ja,"['afrobeats', 'afropop', 'nigerian hip hop', 'nigerian pop']"
DiRTY RADiO,['canadian electronic']
DiSKOP,"['acid techno', 'minimal tech house']"
Diablo,"['finnish melodeath', 'finnish metal', 'melodic groove metal']"
Diablo Swing Orchestra,"['jazz metal', 'opera metal', 'steampunk', 'swedish metal']"
Diabolical Masquerade,"['avant-garde black metal', 'black metal', 'swedish black metal', 'swedish metal', 'symphonic black metal']"
Diabolos Dust,['german heavy metal']
Diabulus in Musica,"['fallen angel', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'slayer', 'symphonic metal', 'symphonic power metal']"
Diagram Of Suburban Chaos,['deep idm']
Diakof,['abstract idm']
Diam's,"['francoton', 'french hip hop', 'french pop']"
Diamanda Galás,"['experimental', 'experimental vocal', 'industrial', 'laboratorio']"
Diamans,"['chillstep', 'melodic dubstep']"
Diamante Perez,['sad sierreno']
Diamond Construct,"['australian post-hardcore', 'metalcore']"
Diamond Dogs,"[""punk 'n' roll"", 'swedish garage rock', 'swedish hard rock']"
Diamond Eyes,['gaming edm']
Diamond Gloss,"['abstract idm', 'portuguese post-rock']"
Diamond Head,"['hard rock', 'metal', 'nwobhm', 'speed metal', 'thrash metal']"
Diamond Rio,"['contemporary country', 'country', 'country road']"
Diamond Rugs,"['garage rock revival', 'rhode island indie']"
Diana Damrau,"['classical soprano', 'opera']"
Diana Hamilton,['ghanaian gospel']
Diana King,['reggae fusion']
Diana Krall,"['contemporary vocal jazz', 'jazz pop', 'vocal jazz']"
Diana Leah,['vocal trance']
Diana Ross,"['adult standards', 'disco', 'motown', 'quiet storm', 'soft rock', 'soul']"
Diana Wang,['mandopop']
Diana Yang,['classic mandopop']
Diana do Sertão,['forro tradicional']
Diane Arkenstone,"['healing', 'new age']"
Diane Tell,"['auteur-compositeur-interprete quebecois', 'chanson', 'classic french pop']"
Diante do Trono,['brazilian gospel']
Diaroe,['german grindcore']
Diatek,"['dark techno', 'german dark minimal techno']"
Dibyo,"['lo-fi chill', 'sad lo-fi']"
Dice Ailes,"['afrobeats', 'afropop', 'nigerian pop']"
Dice Of Fate,['finnish heavy metal']
Dicht und Doof,['partyschlager']
Dick & Dee Dee,"['deep adult standards', 'doo-wop', 'rhythm and blues']"
Dick Haymes,"['british dance band', 'deep adult standards', 'swing']"
Dick Rasurell,['french rock-and-roll']
Dick Rasurell Et Ses Berlurons,['french rock-and-roll']
Dick Rivers & Les Chats Sauvages,['french rock-and-roll']
Dick Smith,['neo honky tonk']
Dick and Cowboy,['classic mandopop']
Dicró,"['pagode', 'partido alto', 'samba', 'samba-enredo', 'velha guarda']"
Diddy,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']"
Didier Barbelivien,"['chanson', 'classic french pop', 'french pop', 'ye ye']"
Didier Super,"['french punk', 'french rock']"
Dido,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']"
Didá Banda Feminina,"['musica baiana', 'samba reggae']"
Die Antwoord,"['african rock', 'south african alternative', 'south african hip hop']"
Die Apokalyptischen Reiter,"['folk metal', 'german heavy metal', 'german metal', 'medieval rock', 'viking metal']"
Die Atzen,"['german dance', 'german techno', 'partyschlager']"
Die Ballermänner,"['deep discofox', 'discofox', 'partyschlager']"
Die Banausen,"['deep discofox', 'partyschlager']"
Die Draufgänger,"['partyschlager', 'schlager', 'volkspop']"
Die Form,"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'ethereal wave', 'gothic rock', 'industrial', 'industrial rock']"
Die Frechen Engel,"['deep discofox', 'discofox', 'partyschlager']"
Die Gerchli,['partyschlager']
Die Gringos,"['deep discofox', 'discofox', 'partyschlager']"
Die Klute,['neo-industrial rock']
Die Knappen,['german heavy metal']
Die Krupps,"['dusseldorf electronic', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']"
Die Nacht der Musicals,['german show tunes']
Die Partykapitäne,"['deep discofox', 'discofox', 'partyschlager']"
Die Pretty,['power-pop punk']
Die Toten Hosen,"['german alternative rock', 'german pop', 'german punk', 'german rock']"
Die Trying,['grunge pop']
Die Warzau,"['ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock']"
Die Zipfelbuben,"['discofox', 'partyschlager']"
Die Ärzte,"['german alternative rock', 'german pop', 'german punk', 'german rock']"
Diecast,['melodic metalcore']
Diego & Arnaldo,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Diego & Ray,['sertanejo pop']
Diego & Victor Hugo,"['arrocha', 'sertanejo universitario']"
Diego Boneta,['latin arena pop']
Diego Costa,['forro gospel']
Diego Figueiredo,['brazilian modern jazz']
Diego Galé,['salsa urbana']
